hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.windowWidth	Answer.windowHeight	Answer.browser	Answer.listNumber	Answer.age	Answer.language	Answer.americanenglish	Answer.comments	Response0	List0	ID0	Condition0	Adj0	Context0	Target0	Response1	List1	ID1	Condition1	Adj1	Context1	Target1	Response2	List2	ID2	Condition2	Adj2	Context2	Target2	Response3	List3	ID3	Condition3	Adj3	Context3	Target3	Response4	List4	ID4	Condition4	Adj4	Context4	Target4	Response5	List5	ID5	Condition5	Adj5	Context5	Target5	Response6	List6	ID6	Condition6	Adj6	Context6	Target6	Response7	List7	ID7	Condition7	Adj7	Context7	Target7	Response8	List8	ID8	Condition8	Adj8	Context8	Target8	Response9	List9	ID9	Condition9	Adj9	Context9	Target9	Response10	List10	ID10	Condition10	Adj10	Context10	Target10	Response11	List11	ID11	Condition11	Adj11	Context11	Target11	Response12	List12	ID12	Condition12	Adj12	Context12	Target12	Response13	List13	ID13	Condition13	Adj13	Context13	Target13
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3BGYGHDBBXL8JDRRI521U0C9GEG22D	A18DKL63PB77JH	Approved	Tue Aug 26 13:36:54 CEST 2014	Mon Aug 25 20:54:37 CEST 2014	Mon Aug 25 20:56:54 CEST 2014	Mon Aug 25 23:04:51 CEST 2014					1464	600	"""Firefox"""	21	"""29"""	"""English"""	"""Yes"""	""""""	7	22	6-smart-CnC	CnC	smart	Jane_parked_her_car.	She_turned_off_the_lights.	5	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	5	22	25-lucky-CnC	CnC	lucky	Eve_didn't_hear_her_alarm_clock_this_morning.	She_was_on_vacation.	1	22	9-stupid-CnD	CnD	stupid	Zack_discovered_that_his_girlfriend_was_cheating.	He_broke_up_with_her.	1	22	50-rude-CnD	CnD	rude	Ann_was_visiting_her_older_brother.	She_brought_a_gift.	7	22	19-brave-CxC	CxC	brave	Greg_suffers_from_depression.	He_admitted_it.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	7	22	13-fortunate-CnC	CnC	fortunate	Sue_was_bitten_by_a_shark.	She_got_away_with_a_few_cuts.	7	22	48-polite-CxC	CxC	polite	Chad_was_introduced_to_Susan.	He_smiled.	3	22	37-foolish-CxD	CxD	foolish	Kate_needed_a_new_dress.	She_went_shopping.	1	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	1	22	36-wise-CnD	CnD	wise	Paul_had_the_flu.	He_went_to_work.	7	22	56-mean-CnC	CnC	mean	Jack_saw_a_hungry_dog.	He_pretended_to_have_food_for_him.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3Z7ISHFUH0W9B3WSNTKGR2ZJNN68ZT	A3G9OMA8BFA7V0	Approved	Tue Aug 26 13:36:58 CEST 2014	Mon Aug 25 20:54:37 CEST 2014	Mon Aug 25 20:56:58 CEST 2014	Mon Aug 25 23:04:51 CEST 2014					1190	600	"""Firefox"""	20	"""22"""	"""English"""	"""Yes"""	""""""	6	21	54-rude-CnC	CnC	rude	Ann_was_chatting_with_her_friend_Mark.	She_talked_only_about_herself.	5	21	29-lucky-CxC	CxC	lucky	Eve_was_playing_tennis_against_a_pro.	She_won_two_games.	7	21	13-fortunate-CxC	CxC	fortunate	Sue_got_into_a_rain_storm.	She_had_a_big_umbrella_with_her.	7	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	7	21	23-brave-CxC	CxC	brave	Greg_had_to_travel_through_Iraq_alone.	He_made_the_trip.	1	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	1	21	11-stupid-CnD	CnD	stupid	Zack_couldn't_afford_the_leather_jacket.	He_started_saving_for_it.	1	21	48-polite-CxD	CxD	polite	Chad_heard_that_his_dog_died.	He_smiled.	6	21	34-wise-CnC	CnC	wise	Paul's_parents_were_fighting.	He_stayed_out_of_it.	7	21	59-mean-CnC	CnC	mean	Jack_bumped_his_shopping_cart_into_a_woman.	He_laughed_when_she_cried.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	1	21	6-smart-CnD	CnD	smart	Jane_parked_her_car.	She_left_the_lights_on.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	1	21	40-foolish-CnD	CnD	foolish	Kate's_favorite_shampoo_was_on_sale.	She_bought_two_bottles.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3QEMNNSB2X028OMDL63DMAKLOLR7D7	A2D2XQP00IZFR1	Approved	Tue Aug 26 13:36:59 CEST 2014	Mon Aug 25 20:53:05 CEST 2014	Mon Aug 25 20:56:59 CEST 2014	Mon Aug 25 23:04:52 CEST 2014					1371	600	"""Firefox"""	12	"""60"""	"""English"""	"""Yes"""	""""""	5	13	23-brave-CxD	CxD	brave	Greg_wanted_to_get_some_milk_from_the_corner_store.	He_made_the_trip.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	1	13	36-wise-CxD	CxD	wise	Paul_had_an_inefficient_employee.	He_promoted_her.	3	13	59-mean-CxC	CxC	mean	Jack's_daughter_is_lactose_intolerant.	He_gave_her_a_milk_shake.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	7	13	5-smart-CnC	CnC	smart	Jane's_computer_was_hacked.	She_changed_her_passwords_immediately.	1	13	53-rude-CxD	CxD	rude	Ann_was_stressed_out.	She_frowned.	5	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	1	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	7	13	9-stupid-CnC	CnC	stupid	Zack_discovered_that_his_girlfriend_was_cheating.	He_married_her.	3	13	26-lucky-CnD	CnD	lucky	Eve_was_going_to_Hawaii_on_vacation.	She_missed_her_flight.	5	13	14-fortunate-CxC	CxC	fortunate	Sue_needed_to_cut_some_bread.	She_had_a_sharp_knife_in_her_purse.	7	13	43-polite-CnC	CnC	polite	Chad_was_visiting_his_grandmother.	He_brought_a_gift.	7	13	42-foolish-CnC	CnC	foolish	Kate_took_her_nephew_to_the_playground.	She_wore_high_heels.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	345LHZDEDXT6O7WC5PQCJTCT5JZ3U7	A3NUIEPMZSHEZ4	Approved	Tue Aug 26 13:37:16 CEST 2014	Mon Aug 25 20:54:43 CEST 2014	Mon Aug 25 20:57:16 CEST 2014	Mon Aug 25 23:04:52 CEST 2014					1215	600	"""Chrome"""	23	"""42"""	"""english"""	"""Yes"""	"""thanks"""	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	7	24	38-foolish-CnC	CnC	foolish	Kate_read_a_fantasy_novel.	She_believed_in_vampires.	2	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	7	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	3	24	20-brave-CnD	CnD	brave	Greg_witnessed_a_knife_fight.	He_watched_from_a_safe_distance.	2	24	12-stupid-CnD	CnD	stupid	Zack_inherited_a_lot_of_money.	He_invested_it.__	7	24	45-polite-CnC	CnC	polite	Chad_was_accidentally_tripped_by_a_little_girl.	He_gave_her_a_friendly_smile.	6	24	57-mean-CnC	CnC	mean	Jack's_daughter_made_a_mistake_in_her_homework.	He_made_fun_of_her.	3	24	26-lucky-CnC	CnC	lucky	Eve_was_going_to_Hawaii_on_vacation.	She_got_a_room_with_a_view_of_the_beach.	5	24	15-fortunate-CxC	CxC	fortunate	Sue_spontaneously_went_to_the_beach.	She_was_wearing_flip-flops.	5	24	50-rude-CxC	CxC	rude	Ann_got_reprimanded_by_her_boss.	She_ignored_him.	7	24	33-wise-CnC	CnC	wise	Paul_ran_a_marathon_on_Sunday.	He_went_to_bed_early_the_night_before.	5	24	3-smart-CxC	CxC	smart	Jane_wanted_to_get_a_good_job.	She_went_to_school.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3Z4XG4ZF48SK68WDMBWVUHJ8FN88XW	A1QMSDPJMMIO0T	Approved	Tue Aug 26 13:37:16 CEST 2014	Mon Aug 25 20:54:07 CEST 2014	Mon Aug 25 20:57:16 CEST 2014	Mon Aug 25 23:04:52 CEST 2014					1668	600	"""Chrome"""	21	"""32"""	"""English"""	"""Yes"""	"""Thanks%2C+interesting!"""	1	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	1	22	9-stupid-CnD	CnD	stupid	Zack_discovered_that_his_girlfriend_was_cheating.	He_broke_up_with_her.	1	22	50-rude-CnD	CnD	rude	Ann_was_visiting_her_older_brother.	She_brought_a_gift.	1	22	36-wise-CnD	CnD	wise	Paul_had_the_flu.	He_went_to_work.	1	22	37-foolish-CxD	CxD	foolish	Kate_needed_a_new_dress.	She_went_shopping.	7	22	13-fortunate-CnC	CnC	fortunate	Sue_was_bitten_by_a_shark.	She_got_away_with_a_few_cuts.	6	22	56-mean-CnC	CnC	mean	Jack_saw_a_hungry_dog.	He_pretended_to_have_food_for_him.	7	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	7	22	25-lucky-CnC	CnC	lucky	Eve_didn't_hear_her_alarm_clock_this_morning.	She_was_on_vacation.	7	22	6-smart-CnC	CnC	smart	Jane_parked_her_car.	She_turned_off_the_lights.	7	22	48-polite-CxC	CxC	polite	Chad_was_introduced_to_Susan.	He_smiled.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	7	22	19-brave-CxC	CxC	brave	Greg_suffers_from_depression.	He_admitted_it.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3AQF3RZ558JG28M4T2TB4WNA5NM6FH	A1DAD6EHH6YBQW	Approved	Tue Aug 26 13:37:20 CEST 2014	Mon Aug 25 20:55:23 CEST 2014	Mon Aug 25 20:57:20 CEST 2014	Mon Aug 25 23:04:52 CEST 2014					1245	600	"""Mozilla"""	10	"""22"""	"""english"""	"""Yes"""	""""""	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	3	11	43-polite-CxD	CxD	polite	Chad_was_in_a_meeting_with_his_boss.	He_closed_his_eyes.	4	11	57-mean-CxD	CxD	mean	Jack's_customer_asked_him_to_drive_slower.	He_slowed_the_car_down.	1	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	3	11	34-wise-CxD	CxD	wise	Paul_was_in_danger_of_being_laid_off.	He_took_a_vacation.	4	11	50-rude-CxD	CxD	rude	Ann's_boyfriend_made_fun_of_her_haircut.	She_ignored_him.	3	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	1	11	8-stupid-CxD	CxD	stupid	Zack's_girlfriend_was_cheating_on_him.	He_broke_up_with_her.	4	11	27-lucky-CnD	CnD	lucky	Eve_was_attacked_last_night.	She_was_stabbed_in_the_leg.	2	11	14-fortunate-CxD	CxD	fortunate	Sue_was_going_through_airport_security.	She_had_a_sharp_knife_in_her_purse.	1	11	23-brave-CnD	CnD	brave	Greg_wrote_a_controversial_article.	He_used_a_fake_name.	1	11	40-foolish-CxD	CxD	foolish	Kate_went_to_the_beach.	She_wore_sun_glasses.	5	11	3-smart-CnD	CnD	smart	Jane_was_applying_for_a_job._	She_lied_on_her_resume.	7	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3TVSS0C0E11OFSJBF4B4JU1OKYNWTG	A1MOYDCCNO1KP4	Approved	Tue Aug 26 13:37:36 CEST 2014	Mon Aug 25 20:55:50 CEST 2014	Mon Aug 25 20:57:36 CEST 2014	Mon Aug 25 23:04:52 CEST 2014					1836	600	"""Chrome"""	14	"""27"""	"""English"""	"""Yes"""	""""""	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	2	15	22-brave-CxD	CxD	brave	Greg_was_being_tickled_by_two_small_boys.	He_took_them_on.	7	15	11-stupid-CnC	CnC	stupid	Zack_couldn't_afford_the_leather_jacket.	He_stole_it.	7	15	55-mean-CxC	CxC	mean	Jack's_wife_is_on_a_strict_diet.	He_baked_a_cake_for_her.	1	15	44-polite-CxD	CxD	polite	Chad_saw_an_old_lady_trip_on_the_street.	He_applauded.	1	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	7	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	1	15	2-smart-CnD	CnD	smart	Jane_was_arrested_for_fraud.	She_had_incriminating_documents_in_her_briefcase.	7	15	39-foolish-CxC	CxC	foolish	Kate_was_drunk_at_a_bar.	She_took_her_top_off.	7	15	31-wise-CxC	CxC	wise	Paul_bought_an_expensive_TV.	He_asked_about_the_return_policy.	3	15	30-lucky-CxD	CxD	lucky	Eve_was_the_best_student_in_this_class.	She_got_a_B.	1	15	51-rude-CxD	CxD	rude	Ann_untied_her_shoes.	She_used_her_fingers.	1	15	15-fortunate-CxD	CxD	fortunate	Sue_spontaneously_went_on_a_hike_in_the_mountains.	She_was_wearing_flip-flops.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3SEPORI8WN0NURP7KR4UNT5EDB6ZAO	A3UVLM5V4M96IH	Approved	Tue Aug 26 13:37:38 CEST 2014	Mon Aug 25 20:53:46 CEST 2014	Mon Aug 25 20:57:38 CEST 2014	Mon Aug 25 23:04:52 CEST 2014					1223	600	"""Chrome"""	16	"""27"""	"""English"""	"""Yes"""	""""""	7	17	7-stupid-CxD	CxD	stupid	Zack_wanted_to_get_a_good_job.	He_went_to_school.	6	17	37-foolish-CnC	CnC	foolish	Kate_was_working_a_very_stressful_job.	She_ignored_her_health_problems.	2	17	4-smart-CnD	CnD	smart	Jane_was_baby-sitting_for_her_sister.	She_left_the_baby_unattended.	3	17	13-fortunate-CnD	CnD	fortunate	Sue_was_bitten_by_a_shark.	She_lost_a_leg.	7	17	46-polite-CxC	CxC	polite	Chad_was_hanging_out_with_an_unhappy_friend.	He_listened_for_a_long_time.	5	17	51-rude-CxC	CxC	rude	Ann_was_eating_pasta_with_her_friends.	She_used_her_fingers.	6	17	26-lucky-CxC	CxC	lucky	Eve_sold_her_house_in_a_recession.	She_broke_even.	3	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	7	17	22-brave-CxC	CxC	brave	Greg_was_being_attacked_by_five_men.	He_took_them_on.	7	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	3	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	7	17	33-wise-CxC	CxC	wise	Paul_went_on_a_hike_in_the_Alps.	He_wore_hiking_boots.	5	17	56-mean-CxC	CxC	mean	Jack_didn't_like_the_movie_his_wife_was_watching.	He_turned_off_the_movie.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	33LKR6A5KELVER38IGMJQ4BUOLF1TN	A2JAAGR2QR007P	Approved	Tue Aug 26 13:37:59 CEST 2014	Mon Aug 25 20:52:22 CEST 2014	Mon Aug 25 20:57:59 CEST 2014	Mon Aug 25 23:05:00 CEST 2014					1098	600	"""Chrome"""	20	"""30"""	"""English"""	"""Yes"""	"""N%2FA"""	5	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	7	21	13-fortunate-CxC	CxC	fortunate	Sue_got_into_a_rain_storm.	She_had_a_big_umbrella_with_her.	1	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	6	21	54-rude-CnC	CnC	rude	Ann_was_chatting_with_her_friend_Mark.	She_talked_only_about_herself.	2	21	11-stupid-CnD	CnD	stupid	Zack_couldn't_afford_the_leather_jacket.	He_started_saving_for_it.	6	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	6	21	29-lucky-CxC	CxC	lucky	Eve_was_playing_tennis_against_a_pro.	She_won_two_games.	1	21	6-smart-CnD	CnD	smart	Jane_parked_her_car.	She_left_the_lights_on.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	5	21	23-brave-CxC	CxC	brave	Greg_had_to_travel_through_Iraq_alone.	He_made_the_trip.	3	21	40-foolish-CnD	CnD	foolish	Kate's_favorite_shampoo_was_on_sale.	She_bought_two_bottles.	5	21	34-wise-CnC	CnC	wise	Paul's_parents_were_fighting.	He_stayed_out_of_it.	3	21	48-polite-CxD	CxD	polite	Chad_heard_that_his_dog_died.	He_smiled.	7	21	59-mean-CnC	CnC	mean	Jack_bumped_his_shopping_cart_into_a_woman.	He_laughed_when_she_cried.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3OUYGIZWR7ZXFAPJ5G9Z7PRNUQNP02	A3ETL80XRNKM48	Approved	Tue Aug 26 13:38:01 CEST 2014	Mon Aug 25 20:56:14 CEST 2014	Mon Aug 25 20:58:01 CEST 2014	Mon Aug 25 23:05:00 CEST 2014					1619	600	"""Firefox"""	1	"""20"""	"""English"""	"""Yes"""	""""""	2	2	37-foolish-CnD	CnD	foolish	Kate_was_working_a_very_stressful_job.	She_took_relaxation_classes.	1	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	7	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	1	2	35-wise-CnD	CnD	wise	Paul_was_staying_in_a_bad_part_of_town.	He_went_out_alone_at_night.	7	2	60-mean-CxC	CxC	mean	Jack_didn't_want_to_wait_his_turn.	He_cut_the_line.	7	2	45-polite-CxC	CxC	polite	Chad_watched_a_street_comedian.	He_laughed.	1	2	14-fortunate-CnD	CnD	fortunate	Sue_just_bought_a_new_car.	She_hit_a_deer.	1	2	54-rude-CnD	CnD	rude	Ann_was_chatting_with_her_friend_Mark.	She_asked_about_his_children.	1	2	3-smart-CxD	CxD	smart	Jane_had_the_measles.	She_went_to_school.	7	2	19-brave-CxD	CxD	brave	Greg_forgot_to_shave_this_morning.	He_admitted_it.	7	2	27-lucky-CnC	CnC	lucky	Eve_was_attacked_last_night.	She_escaped_her_attackers.	1	2	10-stupid-CxD	CxD	stupid	Zack_was_drinking_a_glass_of_wine.	He_took_a_sip.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3L4D84MILZTC4ZSH8BB0GL4S78JJHY	A1G2U62KJ13ZF0	Approved	Tue Aug 26 13:38:01 CEST 2014	Mon Aug 25 20:53:49 CEST 2014	Mon Aug 25 20:58:01 CEST 2014	Mon Aug 25 23:05:00 CEST 2014					1232	600	"""Chrome"""	18	"""26"""	"""english"""	"""Yes"""	""""""	7	19	46-polite-CnC	CnC	polite	Chad_was_standing_in_front_of_his_friend's_door.	He_knocked_gently.	3	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	6	19	21-brave-CxD	CxD	brave	Greg_was_asked_to_mow_his_neighbor's_lawn.	He_took_the_job.	7	19	34-wise-CxC	CxC	wise	Paul_was_burnt_out_from_work.	He_took_a_vacation.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	7	19	10-stupid-CnC	CnC	stupid	Zack_was_offered_some_contaminated_heroin.	He_injected_it.	7	19	50-rude-CnC	CnC	rude	Ann_was_visiting_her_older_brother.	She_insulted_his_wife.	6	19	60-mean-CxD	CxD	mean	Jack_had_to_go_to_the_bathroom.	He_cut_the_line.	5	19	29-lucky-CxD	CxD	lucky	Eve_was_playing_Connect_Four_against_a_child.	She_won_two_games.	6	19	41-foolish-CxC	CxC	foolish	Kate_has_problems_with_her_feet.	She_wore_high_heels.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	6	19	18-fortunate-CxC	CxC	fortunate	Sue_needed_to_get_some_rest.	She_fell_asleep.	7	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	7	19	5-smart-CxC	CxC	smart	Jane_went_on_a_hike.	She_brought_a_snack.
3JU8CV4BRLDFW7J8HZ6886SMJT5POE	3VUPA8U9XY0AOUHPYF3G04X43HPFX5	Language experiment	Read sentences and answer questions about them	language annotation	$0.45	Mon Aug 25 14:29:24 CEST 2014	270	0	0	270	Reviewable	NotReviewed	1 condition	1800	60000	Thu Aug 28 14:29:24 CEST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3JU8CV4BRLDFW7J8HZ6886SMJT5POE	34BBWHLWHACY6E30LSC05NZF9H7IWL	AE2WVXKURYAPC	Approved	Tue Aug 26 13:38:04 CEST 2014	Mon Aug 25 20:48:45 CEST 2014	Mon Aug 25 20:58:04 CEST 2014	Mon Aug 25 23:05:00 CEST 2014					1301	600	"""Chrome"""	18	"""31"""	"""English"""	"""Yes"""	"""Some+of+the+answers+could+have+gone+in+different+spots+on+the+spectrum.++I+enjoyed+all+the+scenarios+though!"""	1	filler	filler1No	na	true	Claire_was_knitting_a_sweater.	She_was_using_red_yarn.	7	19	34-wise-CxC	CxC	wise	Paul_was_burnt_out_from_work.	He_took_a_vacation.	7	filler	filler1Yes	na	true	Earl_worked_in_London_last_year.	He_was_a_teacher_at_a_private_school.	7	19	50-rude-CnC	CnC	rude	Ann_was_visiting_her_older_brother.	She_insulted_his_wife.	7	19	46-polite-CnC	CnC	polite	Chad_was_standing_in_front_of_his_friend's_door.	He_knocked_gently.	1	filler	filler1No	na	true	Ross_graduated_from_college_yesterday.	He_was_an_excellent_student.	6	19	41-foolish-CxC	CxC	foolish	Kate_has_problems_with_her_feet.	She_wore_high_heels.	2	19	21-brave-CxD	CxD	brave	Greg_was_asked_to_mow_his_neighbor's_lawn.	He_took_the_job.	1	19	29-lucky-CxD	CxD	lucky	Eve_was_playing_Connect_Four_against_a_child.	She_won_two_games.	6	19	5-smart-CxC	CxC	smart	Jane_went_on_a_hike.	She_brought_a_snack.	1	19	10-stupid-CnC	CnC	stupid	Zack_was_offered_some_contaminated_heroin.	He_injected_it.	7	19	60-mean-CxD	CxD	mean	Jack_had_to_go_to_the_bathroom.	He_cut_the_line.	7	filler	filler2Yes	na	true	Liv_was_having_a_birthday_party.	She_bought_a_cake_for_her_party.	5	19	18-fortunate-CxC	CxC	fortunate	Sue_needed_to_get_some_rest.	She_fell_asleep.
