workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,Contradict,VPinf,Enough
28,3TS1AR6UQQFZ6809CCY3AAN601DF72,3,52,"""English""","""Yes""",Trial3,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,3,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
68,39KFRKBFINWCR593YO7TAHGHW1COYX,0,23,"""ENGLISH""","""Yes""",Trial3,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 5 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,3,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,5,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
36,34HJIJKLP5XRJI4GAT50PK6IXTBV4M,9,23,"""English""","""Yes""",Trial3,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,3,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
67,3DYGAII7PL9L33UIME3EMVI57XSPQD,11,43,"""English""","""Yes""",Trial3,12 5-smart-CnC-noE CnC Jane's_computer_was_hacked. She_changed_her_passwords_immediately. 7 smart She_kept_using_the_same_passwords. to_change_her_passwords_immediately noE,3,12,5-smart-CnC-noE,CnC,Jane's_computer_was_hacked.,She_changed_her_passwords_immediately.,7,smart,She_kept_using_the_same_passwords.,to_change_her_passwords_immediately,noE
115,3O7L7BFSHEQ4PEH90SIUJHSF2G9EIE,8,34,"""English""","""Yes""",Trial3,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,3,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
128,3OVHNO1VE62LSYSJ41VWDUDKYH9ZD2,6,37,"""english""","""Yes""",Trial3,7 38-foolish-CxC-noE CxC Kate_had_a_broken_ankle. She_went_for_a_run. 6 foolish She_rested_her_ankle. to_go_for_a_run noE,3,7,38-foolish-CxC-noE,CxC,Kate_had_a_broken_ankle.,She_went_for_a_run.,6,foolish,She_rested_her_ankle.,to_go_for_a_run,noE
48,3U088ZLJVKUNZJMKH2NUZJZJNQWW0G,1,34,"""english""","""Yes""",Trial3,2 39-foolish-CxC-noE CxC Kate_was_drunk_at_a_bar. She_took_her_top_off. 5 foolish She_made_sure_she_was_safe. to_take_her_top_off noE,3,2,39-foolish-CxC-noE,CxC,Kate_was_drunk_at_a_bar.,She_took_her_top_off.,5,foolish,She_made_sure_she_was_safe.,to_take_her_top_off,noE
66,3T111IHZ5ER0NHTBI4WH5VSVYFC9R3,7,35,"""English""","""Yes""",Trial3,8 49-rude-CxC-noE CxC Ann's_neighbor_greeted_her. She_ignored_him. 6 rude She_greeted_him_back. to_ignore_him noE,3,8,49-rude-CxC-noE,CxC,Ann's_neighbor_greeted_her.,She_ignored_him.,6,rude,She_greeted_him_back.,to_ignore_him,noE
76,3UJ1CZ6IZHQTN9RCU3J5JPSPYLB5SV,6,58,"""English""","""Yes""",Trial3,7 38-foolish-CxC-noE CxC Kate_had_a_broken_ankle. She_went_for_a_run. 1 foolish She_rested_her_ankle. to_go_for_a_run noE,3,7,38-foolish-CxC-noE,CxC,Kate_had_a_broken_ankle.,She_went_for_a_run.,1,foolish,She_rested_her_ankle.,to_go_for_a_run,noE
79,3QFUFYSY9YG2NLIQAE0W7Y3W9ZNF4I,7,32,"""English""","""Yes""",Trial3,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,3,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
81,3NS0A6KXC49O4I2A6RW4JFGHB9PZGC,10,41,"""English+""","""Yes""",Trial3,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,3,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na
5,3C8HJ7UOP7VOWSYWHUUZWK0E7V2MZ8,7,39,"""English""","""Yes""",Trial3,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 7 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,3,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,7,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
57,3634BBTX0OVWVSH5V3201ZDFEHOFIX,8,31,"""English""","""Yes""",Trial3,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,3,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na
116,36H9ULYP62VSQ31BDLN0D0SFRWDFJ9,6,24,"""English""","""Yes""",Trial3,7 59-mean-CnC-noE CnC Jack_bumped_his_shopping_cart_into_a_woman. He_laughed_when_she_cried. 1 mean He_felt_bad_and_apologized. to_laugh_when_she_cried noE,3,7,59-mean-CnC-noE,CnC,Jack_bumped_his_shopping_cart_into_a_woman.,He_laughed_when_she_cried.,1,mean,He_felt_bad_and_apologized.,to_laugh_when_she_cried,noE
60,32SVAV9L3FAM9YIEZK9LJS0ZYJEA3F,11,23,"""English""","""Yes""",Trial3,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,3,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na
133,33JKGHPFYCVUF3KDE6J51XT5XHUNMS,5,45,"""english""","""Yes""",Trial3,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,3,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
39,3TR2532VIPVW7A80CSKWJUF2YX9J69,2,35,"""ENGLISH""","""Yes""",Trial3,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,3,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
86,3CN4LGXD5XP8NCZLF4SKWJACFAD4Y4,10,40,"""English""","""Yes""",Trial3,11 10-stupid-CnC-noE CnC Zack_was_offered_some_contaminated_heroin. He_injected_it. 5 stupid He_refused_to_take_it. to_inject_it noE,3,11,10-stupid-CnC-noE,CnC,Zack_was_offered_some_contaminated_heroin.,He_injected_it.,5,stupid,He_refused_to_take_it.,to_inject_it,noE
132,3F6HPJW4JD1UVTPYWPR8I7SYKOHW21,6,65,"""English""","""Yes""",Trial3,7 59-mean-CnC-noE CnC Jack_bumped_his_shopping_cart_into_a_woman. He_laughed_when_she_cried. 6 mean He_felt_bad_and_apologized. to_laugh_when_she_cried noE,3,7,59-mean-CnC-noE,CnC,Jack_bumped_his_shopping_cart_into_a_woman.,He_laughed_when_she_cried.,6,mean,He_felt_bad_and_apologized.,to_laugh_when_she_cried,noE
32,3M68NM076H8D5YRDKXT5LL1T8E56RQ,2,33,"""english""","""Yes""",Trial3,3 33-wise-CxC-noE CxC Paul_went_on_a_hike_in_the_Alps. He_wore_hiking_boots. 7 wise He_wore_flip-flops. to_wear_hiking_boots noE,3,3,33-wise-CxC-noE,CxC,Paul_went_on_a_hike_in_the_Alps.,He_wore_hiking_boots.,7,wise,He_wore_flip-flops.,to_wear_hiking_boots,noE
89,3RSDURM96ANQFEWE4A4X55M3SZ7YE4,9,33,"""English""","""Yes""",Trial3,10 18-fortunate-CxC-E CxC Sue_needed_to_get_some_rest. She_fell_asleep. 6 fortunate_enough She_just_couldn't_get_any_sleep. to_fall_asleep E,3,10,18-fortunate-CxC-E,CxC,Sue_needed_to_get_some_rest.,She_fell_asleep.,6,fortunate_enough,She_just_couldn't_get_any_sleep.,to_fall_asleep,E
105,3EWIJTFFVO8TIJ0TW2TODDSJGMS0E5,11,54,"""English""","""Yes""",Trial3,12 10-stupid-CxC-noE CxC Zack_saw_two_wasps_in_his_drink. He_took_a_sip. 5 stupid He_threw_away_his_drink. to_take_a_sip noE,3,12,10-stupid-CxC-noE,CxC,Zack_saw_two_wasps_in_his_drink.,He_took_a_sip.,5,stupid,He_threw_away_his_drink.,to_take_a_sip,noE
45,379J5II41OH6FFPFLVF7BXK7JK3LEZ,7,30,"""English""","""Yes""",Trial3,8 2-smart-CxC-noE CxC Jane_saw_a_man_with_a_gun. She_called_the_police. 3 smart She_did_nothing. to_call_the_police noE,3,8,2-smart-CxC-noE,CxC,Jane_saw_a_man_with_a_gun.,She_called_the_police.,3,smart,She_did_nothing.,to_call_the_police,noE
61,3IXQG4FA2TZD7ACMM7AR5GNRGTA9BR,4,26,"""English""","""Yes""",Trial3,5 4-smart-CnC-E CnC Jane_was_baby-sitting_for_her_sister. She_kept_an_eye_on_the_baby_at_all_times. 6 smart_enough She_left_the_baby_unattended. to_keep_an_eye_on_the_baby_at_all_times E,3,5,4-smart-CnC-E,CnC,Jane_was_baby-sitting_for_her_sister.,She_kept_an_eye_on_the_baby_at_all_times.,6,smart_enough,She_left_the_baby_unattended.,to_keep_an_eye_on_the_baby_at_all_times,E
58,3M0NZ3JDP1ZQOLDQPVDDFIPSL0CZ5V,8,31,"""English""","""Yes""",Trial3,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,3,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
17,3WETL7AQWT9P3S6X4OI4BHKD65D352,8,22,"""English""","""Yes""",Trial3,9 53-rude-CnC-noE CnC Ann_had_insulted_her_husband. She_laughed_at_his_tears. 6 rude She_felt_terrible_and_apologized. to_laugh_at_his_tears noE,3,9,53-rude-CnC-noE,CnC,Ann_had_insulted_her_husband.,She_laughed_at_his_tears.,6,rude,She_felt_terrible_and_apologized.,to_laugh_at_his_tears,noE
9,3S06PH7KSR5OX27BWQM4L0T8L2Y1DH,11,31,"""English""","""Yes""",Trial3,12 31-wise-CxC-noE CxC Paul_bought_an_expensive_TV. He_asked_about_the_return_policy. 3 wise He_didn't_ask_the_sales_person_any_questions. to_ask_about_the_return_policy noE,3,12,31-wise-CxC-noE,CxC,Paul_bought_an_expensive_TV.,He_asked_about_the_return_policy.,3,wise,He_didn't_ask_the_sales_person_any_questions.,to_ask_about_the_return_policy,noE
47,31JLPPHS2UVBB2CF93E3KNK4N0IO3S,8,25,"""English""","""Yes""",Trial3,9 28-lucky-CxC-noE CxC Eve_has_a_5th_grade_education. She_got_a_minimum_wage_job 2 lucky She_can't_get_a_job. to_get_a_minimum_wage_job noE,3,9,28-lucky-CxC-noE,CxC,Eve_has_a_5th_grade_education.,She_got_a_minimum_wage_job,2,lucky,She_can't_get_a_job.,to_get_a_minimum_wage_job,noE
88,3SB4CE2TJVWYPWPSJ9G9Q8P35EDXA0,10,40,"""English""","""Yes""",Trial3,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 2 sad She_shared_an_apartment_with_some_friends. to_live_alone na,3,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,2,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
123,3Q8GYXHFEP3DGS2GXHT54KO7CIP5C1,8,27,"""english""","""Yes""",Trial3,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 7 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,3,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,7,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
14,3Z2R0DQ0JHF0ET37BPX2W1LYDKC2ER,10,34,"""English""","""Yes""",Trial3,11 1-smart-CnC-noE CnC Jane_wanted_to_get_a_good_job. She_got_her_high_school_degree. 3 smart She_dropped_out_of_high_school. to_get_her_high_school_degree noE,3,11,1-smart-CnC-noE,CnC,Jane_wanted_to_get_a_good_job.,She_got_her_high_school_degree.,3,smart,She_dropped_out_of_high_school.,to_get_her_high_school_degree,noE
19,3DBQWDE4Y6ZW7WZ7M72JKVIJBM35NJ,7,26,"""english""","""Yes""",Trial3,8 2-smart-CxC-noE CxC Jane_saw_a_man_with_a_gun. She_called_the_police. 5 smart She_did_nothing. to_call_the_police noE,3,8,2-smart-CxC-noE,CxC,Jane_saw_a_man_with_a_gun.,She_called_the_police.,5,smart,She_did_nothing.,to_call_the_police,noE
95,3MMN5BL1WZ5NBZR3WNZQSJVZS043MT,0,20,"""English""","""Yes""",Trial3,1 19-brave-CnC-noE CnC Greg_saw_a_child_drowning_in_a_river. He_jumped_into_the_river. 1 brave He_watched_from_the_river_bank. to_jump_into_the_river noE,3,1,19-brave-CnC-noE,CnC,Greg_saw_a_child_drowning_in_a_river.,He_jumped_into_the_river.,1,brave,He_watched_from_the_river_bank.,to_jump_into_the_river,noE
24,3WJ1OXY92AH8AVOKB14HA98AE578A6,7,34,"""English""","""Yes""",Trial3,8 33-wise-CxC-E CxC Paul_went_on_a_hike_in_the_Alps. He_wore_hiking_boots. 5 wise_enough He_wore_flip-flops. to_wear_hiking_boots E,3,8,33-wise-CxC-E,CxC,Paul_went_on_a_hike_in_the_Alps.,He_wore_hiking_boots.,5,wise_enough,He_wore_flip-flops.,to_wear_hiking_boots,E
30,31HQ4X3T3SB7PYUXMQZC0EOMKBBLSZ,1,36,"""English""","""Yes""",Trial3,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,3,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
125,3TK8OJTYM1MD8BQZ8DXOSIHDOP7PV7,3,22,"""English""","""Yes""",Trial3,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,3,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na
102,3907X2AHF064BKSXK3DDQDK2RRE2PC,1,24,"""English""","""Yes""",Trial3,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,3,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na
99,3GLB5JMZFXWL1HXEE977SNXENRGDGS,11,26,"""English""","""Yes""",Trial3,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,3,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
112,3WAKVUDHUWHOPQXZ71T2WAO9AOT7UU,8,36,"""english""","""Yes""",Trial3,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 2 sad She_shared_an_apartment_with_some_friends. to_live_alone na,3,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,2,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
106,3VNXK88KKCJSGOASRO1R6SHYJLP9VW,11,30,"""english""","""Yes""",Trial3,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,3,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na
129,3X4JMASXCMAVBGO9MBRYC5MYDPG0B6,7,35,"""English""","""Yes""",Trial3,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,3,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
80,30X31N5D63RQTF3TPZAMR08BQZFSAR,0,25,"""English""","""Yes""",Trial3,1 16-fortunate-CnC-E CnC Sue_was_training_to_become_a_dancer. She_had_a_great_sense_of_rhythm. 7 fortunate_enough She_couldn't_keep_a_beat. to_have_a_great_sense_of_rhythm E,3,1,16-fortunate-CnC-E,CnC,Sue_was_training_to_become_a_dancer.,She_had_a_great_sense_of_rhythm.,7,fortunate_enough,She_couldn't_keep_a_beat.,to_have_a_great_sense_of_rhythm,E
91,3MH9DQ757WD7IJ8004XW2N129REGU8,2,27,"""English""","""Yes""",Trial3,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,3,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
72,3TOK3KHVJTJTCLD2BFHTX4WKS27O70,5,37,"""English""","""Yes""",Trial3,6 41-foolish-CnC-noE CnC Kate's_doctor_told_her_to_lose_weight. She_ignored_him. 6 foolish She_listened_to_him. to_ignore_him noE,3,6,41-foolish-CnC-noE,CnC,Kate's_doctor_told_her_to_lose_weight.,She_ignored_him.,6,foolish,She_listened_to_him.,to_ignore_him,noE
51,3EFE17QCRC6532B7V5KE8MVF3U7HST,4,31,"""English""","""Yes""",Trial3,5 10-stupid-CxC-E CxC Zack_saw_two_wasps_in_his_drink. He_took_a_sip. 6 stupid_enough He_threw_away_his_drink. to_take_a_sip E,3,5,10-stupid-CxC-E,CxC,Zack_saw_two_wasps_in_his_drink.,He_took_a_sip.,6,stupid_enough,He_threw_away_his_drink.,to_take_a_sip,E
103,3EF8EXOTT1W10O736M8FOYOLQMXJ1F,2,38,"""English""","""Yes""",Trial3,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,3,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
74,33SA9F9TRXVMQ91EP9M9K81NHRBWE7,3,34,"""English""","""Yes""",Trial3,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,3,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
49,33OOO72IVHMF1UD6YDB370ULSLHCT5,2,24,"""English""","""Yes""",Trial3,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,3,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na
54,3Z4GS9HPNVBMRFL3UT0RMIAP2DZ77V,4,33,"""ENGLISH""","""Yes""",Trial3,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,3,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
43,31EUONYN2V4VNBEYTDK93ICNEKGVO1,9,24,"""English""","""Yes""",Trial3,10 46-polite-CnC-noE CnC Chad_was_standing_in_front_of_his_friend's_door. He_knocked_gently. 1 polite He_banged_at_the_door. to_knock_gently noE,3,10,46-polite-CnC-noE,CnC,Chad_was_standing_in_front_of_his_friend's_door.,He_knocked_gently.,1,polite,He_banged_at_the_door.,to_knock_gently,noE
110,3FFJ6VRIL1P5YO2FSLJFYSQB8F4I01,3,28,"""English""","""Yes""",Trial3,4 33-wise-CnC-E CnC Paul_ran_a_marathon_on_Sunday. He_went_to_bed_early_the_night_before. 7 wise_enough He_stayed_up_late_on_Saturday. to_go_to_bed_early_the_night_before E,3,4,33-wise-CnC-E,CnC,Paul_ran_a_marathon_on_Sunday.,He_went_to_bed_early_the_night_before.,7,wise_enough,He_stayed_up_late_on_Saturday.,to_go_to_bed_early_the_night_before,E
3,38BQUHLA9W1CXOKPFLJIGMTANR4MOB,5,34,"""English""","""Yes""",Trial3,6 8-stupid-CnC-E CnC Zack_left_the_bar_drunk. He_drove_home. 7 stupid_enough He_called_a_taxi. to_drive_home E,3,6,8-stupid-CnC-E,CnC,Zack_left_the_bar_drunk.,He_drove_home.,7,stupid_enough,He_called_a_taxi.,to_drive_home,E
18,3ZQIG0FLQEH3SKN0KZBJKCP9HMGVWE,3,28,"""English""","""Yes""",Trial3,4 42-foolish-CnC-noE CnC Kate_took_her_nephew_to_the_playground. She_wore_high_heels. 7 foolish She_wore_sneakers. to_wear_high_heels noE,3,4,42-foolish-CnC-noE,CnC,Kate_took_her_nephew_to_the_playground.,She_wore_high_heels.,7,foolish,She_wore_sneakers.,to_wear_high_heels,noE
7,32UTUBMZ7GXB4HPPP8FNXYCO7LXVBX,2,30,"""English""","""Yes""",Trial3,3 21-brave-CxC-noE CxC Greg_was_offered_a_job_as_a_lion_tamer. He_took_the_job. 7 brave He_didn't_take_it. to_take_the_job noE,3,3,21-brave-CxC-noE,CxC,Greg_was_offered_a_job_as_a_lion_tamer.,He_took_the_job.,7,brave,He_didn't_take_it.,to_take_the_job,noE
33,33F859I566E6MGU5KJYJIXLFZ6NBHO,0,22,"""english""","""Yes""",Trial3,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,3,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
107,37ZHEEHM6WN4QWKGSHX191Y9XBF73S,3,38,"""English""","""Yes""",Trial3,4 42-foolish-CnC-noE CnC Kate_took_her_nephew_to_the_playground. She_wore_high_heels. 6 foolish She_wore_sneakers. to_wear_high_heels noE,3,4,42-foolish-CnC-noE,CnC,Kate_took_her_nephew_to_the_playground.,She_wore_high_heels.,6,foolish,She_wore_sneakers.,to_wear_high_heels,noE
31,34BBWHLWHACY6E30LSC05NZF9KKWII,4,33,"""English""","""Yes""",Trial3,5 37-foolish-CnC-noE CnC Kate_was_working_a_very_stressful_job. She_ignored_her_health_problems. 5 foolish She_tried_to_deal_with_her_health_problems. to_ignore_her_health_problems noE,3,5,37-foolish-CnC-noE,CnC,Kate_was_working_a_very_stressful_job.,She_ignored_her_health_problems.,5,foolish,She_tried_to_deal_with_her_health_problems.,to_ignore_her_health_problems,noE
70,3QAPZX2QN4E1N3OD3IYNBCJUJJ920C,0,26,"""english""","""Yes""",Trial3,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,3,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
97,3TVSS0C0E11OFSJBF4B4JU1OK10TWW,3,30,"""English""","""Yes""",Trial3,4 16-fortunate-CnC-noE CnC Sue_was_training_to_become_a_dancer. She_had_a_great_sense_of_rhythm. 7 fortunate She_couldn't_keep_a_beat. to_have_a_great_sense_of_rhythm noE,3,4,16-fortunate-CnC-noE,CnC,Sue_was_training_to_become_a_dancer.,She_had_a_great_sense_of_rhythm.,7,fortunate,She_couldn't_keep_a_beat.,to_have_a_great_sense_of_rhythm,noE
78,36W0OB37HWF24EXLQXEM4FSIQ9AHZ1,0,20,"""english""","""Yes""",Trial3,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,3,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na
94,374TNBHA8BWFCHMJD1ZXZMBHB21QYE,9,35,"""English""","""Yes""",Trial3,10 38-foolish-CxC-E CxC Kate_had_a_broken_ankle. She_went_for_a_run. 7 foolish_enough She_rested_her_ankle. to_go_for_a_run E,3,10,38-foolish-CxC-E,CxC,Kate_had_a_broken_ankle.,She_went_for_a_run.,7,foolish_enough,She_rested_her_ankle.,to_go_for_a_run,E
23,3VAR3R6G1P2XCZILLK9ZB4SF3MGO8Q,5,34,"""English""","""Yes""",Trial3,6 23-brave-CnC-noE CnC Greg_wrote_a_controversial_article. He_used_his_own_name. 7 brave He_used_a_fake_name. to_use_his_own_name noE,3,6,23-brave-CnC-noE,CnC,Greg_wrote_a_controversial_article.,He_used_his_own_name.,7,brave,He_used_a_fake_name.,to_use_his_own_name,noE
121,3MH9DQ757WD7IJ8004XW2N129RHGUB,0,23,"""English""","""Yes""",Trial3,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,3,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
27,3NC5L260MON6RES8TYF5LW91QQTOF7,0,31,"""English""","""Yes""",Trial3,1 58-mean-CxC-E CxC Jack's_wife_wanted_to_sleep_in. He_woke_her_up_at_5am. 7 mean_enough He_let_her_sleep_as_long_as_she_wanted. to_wake_her_up_at_5am E,3,1,58-mean-CxC-E,CxC,Jack's_wife_wanted_to_sleep_in.,He_woke_her_up_at_5am.,7,mean_enough,He_let_her_sleep_as_long_as_she_wanted.,to_wake_her_up_at_5am,E
